source_id,solution_id,designation,ref_epoch,ra,ra_error,dec,dec_error
1779546757669063552,1636148068921376768,Gaia DR3 1779546757669063552,2016.0,330.79502626424147,0.021287126,18.88423938290383,0.02266579
2079000330051813504,1636148068921376768,Gaia DR3 2079000330051813504,2016.0,298.65273637846053,0.014015687,43.9549878103226,0.016161408
2079597124345617280,1636148068921376768,Gaia DR3 2079597124345617280,2016.0,296.0037539639907,0.008984239,44.2775873685433,0.011209608
2835207319109249920,1636148068921376768,Gaia DR3 2835207319109249920,2016.0,344.3675708158258,0.05346421,20.769104345387106,0.054332424
3910747531814692736,1636148068921376768,Gaia DR3 3910747531814692736,2016.0,172.5601297577743,0.02199851,7.58781312214569,0.020027805
